acc	refseq_len	segment_name	superkingdom	kingdom	family	genus	species
NC_026596	57052	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus inventum
NC_049353	30862	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv145
NC_049352	31945	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv15
NC_025429	156446	segment	Viruses	Heunggongvirae			Rhizobium phage vB_RleM_P10VF
NC_025431	45718	segment	Viruses	Heunggongvirae	Autographiviridae	Pairvirus	Pairvirus Lo5R7ANS
NC_024791	50440	segment	Viruses	Heunggongvirae	Zobellviridae	Icepovirus	Vibrio phage ICP2_2013_A_Haiti
NC_025115	40002	segment	Viruses	Heunggongvirae	Peduoviridae	Arsyunavirus	Arsyunavirus RSY1
NC_027345	73008	segment	Viruses	Heunggongvirae	Schitoviridae	Litunavirus	Litunavirus Ab09
NC_025439	34773	segment	Viruses	Heunggongvirae			Idiomarinaceae phage 1N2-2
NC_027384	37359	segment	Viruses	Heunggongvirae		Casadabanvirus	Pseudomonas phage H70
NC_025445	40981	segment	Viruses	Heunggongvirae	Autographiviridae	Bonnellvirus	Bonnellvirus J865
NC_026593	59419	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus buzzlyseyear
NC_026585	60727	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus estave1
NC_027377	28921	segment	Viruses	Heunggongvirae		Unaquatrovirus	Leuconostoc virus Ln8
NC_027358	28527	segment	Viruses	Heunggongvirae		Unaquatrovirus	Unaquatrovirus Ln9
NC_025451	38646	segment	Viruses	Heunggongvirae	Autographiviridae	Teetrevirus	Teetrevirus AP5
NC_026611	43129	segment	Viruses	Heunggongvirae		Gofduovirus	Gofduovirus GF2
NC_029007	43745	segment	Viruses	Heunggongvirae	Autographiviridae	Risjevirus	Risjevirus RSJ5
NC_026610	56637	segment	Viruses	Heunggongvirae			Vibrio phage VpKK5
NC_027366	164302	segment	Viruses	Heunggongvirae	Herelleviridae	Matervirus	Matervirus mater
NC_027374	161239	segment	Viruses	Heunggongvirae	Herelleviridae	Moonbeamvirus	Moonbeamvirus moonbeam
NC_027372	39639	segment	Viruses	Heunggongvirae		Pagevirus	Pagevirus pascal
NC_027394	40214	segment	Viruses	Heunggongvirae		Pagevirus	Pagevirus pookie
NC_027293	87999	segment	Viruses	Heunggongvirae		Mooglevirus	Mooglevirus moogle
NC_027331	170341	segment	Viruses	Heunggongvirae	Straboviridae	Moonvirus	Moonvirus moon
NC_027381	68365	segment	Viruses	Heunggongvirae	Schitoviridae	Pollockvirus	Pollockvirus pollock
NC_027378	56776	segment	Viruses	Heunggongvirae		Seuratvirus	Seuratvirus seurat
NC_026017	41880	segment	Viruses	Heunggongvirae			Salmonella phage LSPA1
NC_031909	134927	segment	Viruses	Heunggongvirae		Fletchervirus	Fletchervirus NCTC12673
NC_028832	61511	segment	Viruses	Heunggongvirae		Kratiovirus	Kratiovirus omnicron
NC_028923	58472	segment	Viruses	Heunggongvirae		Cheoctovirus	Mycobacterium phage Llama
NC_028876	109801	segment	Viruses	Heunggongvirae		Omegavirus	Mycobacterium phage Ariel
NC_025437	169062	segment	Viruses	Heunggongvirae	Straboviridae	Mosigvirus	Mosigvirus utam
NC_025430	42351	segment	Viruses	Heunggongvirae		Jilinvirus	Jilinvirus ep3
NC_025442	59578	segment	Viruses	Heunggongvirae	Casjensviridae	Chivirus	Chivirus chi
NC_028939	68871	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus PS44
NC_028882	84583	segment	Viruses	Heunggongvirae		Nankokuvirus	Nankokuvirus PS24
NC_061438	37414	segment	Viruses	Heunggongvirae		Casadabanvirus	Pseudomonas phage F_ET309sp/Pa1651
NC_028955	197361	segment	Viruses	Heunggongvirae	Kyanoviridae	Haifavirus	Haifavirus tim68
NC_025450	44366	segment	Viruses	Heunggongvirae	Autographiviridae	Tuodvirus	Tuodvirus phD2B
NC_029077	52155	segment	Viruses	Heunggongvirae		Gladiatorvirus	Gladiatorvirus ericB
NC_031258	39696	segment	Viruses	Heunggongvirae	Autographiviridae	Berlinvirus	Berlinvirus BP12A
NC_031271	43602	segment	Viruses	Heunggongvirae	Autographiviridae	Zindervirus	Zindervirus BP12B
NC_031228	60606	segment	Viruses	Heunggongvirae	Casjensviridae	Chivirus	Salmonella virus BP12C
NC_031250	52437	segment	Viruses	Heunggongvirae		Rosemountvirus	Rosemountvirus BP63
NC_031046	17641	segment	Viruses	Heunggongvirae	Rountreeviridae	Rosenblumvirus	Rosenblumvirus BP39
NC_042113	93848	segment	Viruses	Heunggongvirae		Pakpunavirus	Pakpunavirus CAb02
NC_026587	86246	segment	Viruses	Heunggongvirae		Nankokuvirus	Nankokuvirus Ab03
NC_026602	43639	segment	Viruses	Heunggongvirae	Autographiviridae	Phikmvvirus	Phikmvvirus Ab05
NC_026594	56537	segment	Viruses	Heunggongvirae	Mesyanzhinovviridae	Abidjanvirus	Pseudomonas virus Ab18
NC_026599	45808	segment	Viruses	Heunggongvirae		Bruynoghevirus	Bruynoghevirus Ab22
NC_026586	66299	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus LS1
NC_047967	42750	segment	Viruses	Heunggongvirae	Autographiviridae	Phikmvvirus	Phikmvvirus 15pyo
NC_042115	58139	segment	Viruses	Heunggongvirae	Mesyanzhinovviridae	Abidjanvirus	Pseudomonas virus Ab19
NC_026600	66181	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus Ab28
NC_026601	37238	segment	Viruses	Heunggongvirae		Casadabanvirus	Pseudomonas phage vB_PaeS_PAO1_Ab30
NC_025829	164999	segment	Viruses	Heunggongvirae	Straboviridae	Tequatrovirus	Tequatrovirus pss1
NC_028920	52530	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Abrogate
NC_028823	58985	segment	Viruses	Heunggongvirae		Cheoctovirus	Mycobacterium phage Bipolar
NC_026609	74806	segment	Viruses	Heunggongvirae		Lidleunavirus	Lidleunavirus Ldl1
NC_028852	53042	segment	Viruses	Heunggongvirae		Turbidovirus	Mycobacterium phage Equemioh13
NC_025447	348532	segment	Viruses	Heunggongvirae		Asteriusvirus	Asteriusvirus av121Q
NC_047748	43865	segment	Viruses	Heunggongvirae	Autographiviridae	Drulisvirus	Drulisvirus BO1E
NC_025428	59601	segment	Viruses	Heunggongvirae	Casjensviridae		Ruegeria phage DSS3-P1
NC_028779	43680	segment	Viruses	Heunggongvirae		Charlievirus	Charlievirus Pipsqueaks
NC_029043	53184	segment	Viruses	Heunggongvirae		Turbidovirus	Mycobacterium phage SweetiePie
NC_027337	88403	segment	Viruses	Heunggongvirae		Felixounavirus	Felixounavirus VpaE1
NC_028842	57328	segment	Viruses	Heunggongvirae		Cheoctovirus	Cheoctovirus captaintrips
NC_029098	133531	segment	Viruses	Heunggongvirae	Stanwilliamsviridae	Samistivirus	Samistivirus jay2jay
NC_028269	29767	segment	Viruses	Bamfordvirae	Lavidaviridae		Yellowstone Lake virophage 5
NC_028270	24837	segment	Viruses	Bamfordvirae	Lavidaviridae		Yellowstone Lake virophage 6
NC_028257	23193	segment	Viruses	Bamfordvirae	Lavidaviridae		Yellowstone Lake virophage 7
NC_027393	39530	segment	Viruses	Heunggongvirae		Enhodamvirus	Enhodamvirus VP2
NC_027397	39725	segment	Viruses	Heunggongvirae		Enhodamvirus	Vibrio phage QH
NC_027363	41480	segment	Viruses	Heunggongvirae	Autographiviridae	Novosibovirus	Novosibovirus PM75
NC_027379	43642	segment	Viruses	Heunggongvirae	Autographiviridae	Acadevirus	Acadevirus PM85
NC_027390	45169	segment	Viruses	Heunggongvirae	Autographiviridae	Acadevirus	Acadevirus PM93
NC_028877	52967	segment	Viruses	Heunggongvirae		Turbidovirus	Turbidovirus larenn
NC_028978	60609	segment	Viruses	Heunggongvirae		Anayavirus	Anayavirus murucutumbu
NC_027341	130008	segment	Viruses	Heunggongvirae		Audreyjarvisvirus	Audreyjarvisvirus WRP3
NC_027332	98170	segment	Viruses	Heunggongvirae			Acinetobacter phage YMC13/03/R2096
NC_025412	369360	segment	Viruses	Bamfordvirae	Marseilleviridae	Marseillevirus	Melbournevirus
NC_027292	39167	segment	Viruses	Heunggongvirae	Autographiviridae	Pifdecavirus	Pifdecavirus Pf10
NC_027348	73882	segment	Viruses	Heunggongvirae	Schitoviridae	Dendoorenvirus	Dendoorenvirus RG2014
NC_027340	162160	segment	Viruses	Heunggongvirae	Ackermannviridae	Nezavisimistyvirus	Nezavisimistyvirus Ea2809
NC_055228	170141	segment	Viruses	Bamfordvirae	Poxviridae	Macropopoxvirus	Western kangaroopox virus
NC_027396	33756	segment	Viruses	Heunggongvirae			Streptococcus phage SpSL1
NC_026606	71200	segment	Viruses	Heunggongvirae		Klausavirus	Klausavirus ArV1
NC_027388	73050	segment	Viruses	Heunggongvirae	Schitoviridae	Litunavirus	Pseudomonas phage YH6
NC_027383	44613	segment	Viruses	Heunggongvirae		Dhillonvirus	Dhillonvirus YD2008s
NC_028953	110764	segment	Viruses	Heunggongvirae		Omegavirus	Mycobacterium phage MiaZeal
NC_047749	108418	segment	Viruses	Heunggongvirae	Demerecviridae	Tequintavirus	Tequintavirus DT5712
NC_030950	47020	segment	Viruses	Heunggongvirae			Clostridium phage phiCT19406A
NC_030947	38243	segment	Viruses	Heunggongvirae			Clostridium phage phiCT19406B
NC_029006	35703	segment	Viruses	Heunggongvirae			Clostridium phage phiCT19406C
NC_028991	42158	segment	Viruses	Heunggongvirae			Clostridium phage phiCT453A
NC_029004	36712	segment	Viruses	Heunggongvirae			Clostridium phage phiCT453B
NC_029022	46895	segment	Viruses	Heunggongvirae			Clostridium phage phiCT9441A
NC_030949	47020	segment	Viruses	Heunggongvirae			Clostridium phage phiCTC2A
NC_030951	38243	segment	Viruses	Heunggongvirae			Clostridium phage phiCTC2B
NC_027382	37146	segment	Viruses	Heunggongvirae		Muvirus	Muvirus SfMu
NC_027329	87510	segment	Viruses	Heunggongvirae		Felixounavirus	Felixounavirus SP116
NC_028881	170473	segment	Viruses	Heunggongvirae	Straboviridae	Dhakavirus	Dhakavirus vr5
NC_028894	170336	segment	Viruses	Heunggongvirae	Straboviridae	Gaprivervirus	Gaprivervirus vr20
NC_028925	170822	segment	Viruses	Heunggongvirae	Straboviridae	Gaprivervirus	Gaprivervirus vr25
NC_028957	171541	segment	Viruses	Heunggongvirae	Straboviridae	Gaprivervirus	Gaprivervirus vr26
NC_029068	31703	segment	Viruses	Heunggongvirae			Lactobacillus phage LfeSau
NC_026583	49577	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Alvin
NC_029059	51492	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Edtherson
NC_026603	61251	segment	Viruses	Heunggongvirae		Keshuvirus	Keshuvirus keshu
NC_026605	46869	segment	Viruses	Heunggongvirae		Fishburnevirus	Fishburnevirus malithi
NC_026598	58211	segment	Viruses	Heunggongvirae		Timquatrovirus	Mycobacterium phage Milly
NC_026589	55832	segment	Viruses	Heunggongvirae		Chenonavirus	Chenonavirus sbash
NC_029058	106071	segment	Viruses	Heunggongvirae	Herelleviridae	Hopescreekvirus	Hopescreekvirus LfeInf
NC_028812	58546	segment	Viruses	Heunggongvirae	Casjensviridae	Lavrentievavirus	Lavrentievavirus pPM01
NC_026014	35814	segment	Viruses	Heunggongvirae	Peduoviridae	Xuanwuvirus	Xuanwuvirus P88
NC_030945	39873	segment	Viruses	Heunggongvirae			Bacillus phage BalMu-1
NC_026010	50109	segment	Viruses	Heunggongvirae	Drexlerviridae	Tunavirus	Tunavirus PSf2
NC_028765	142348	segment	Viruses	Heunggongvirae	Herelleviridae	Kayvirus	Kayvirus rodi
NC_028962	140961	segment	Viruses	Heunggongvirae	Herelleviridae	Sepunavirus	Sepunavirus IPLAC1C
NC_029073	141298	segment	Viruses	Heunggongvirae			Geobacillus virus E3
NC_028754	120098	segment	Viruses	Heunggongvirae	Demerecviridae	Tequintavirus	Tequintavirus shivani
NC_041923	87709	segment	Viruses	Heunggongvirae		Felixounavirus	Felixounavirus mushroom
NC_028853	50078	segment	Viruses	Heunggongvirae			Mannheimia phage vB_MhS_535AP2
NC_028898	35764	segment	Viruses	Heunggongvirae	Peduoviridae	Baylorvirus	Baylorvirus bv1127AP1
NC_028743	48594	segment	Viruses	Heunggongvirae			Mannheimia phage vB_MhS_587AP2
NC_047750	36745	segment	Viruses	Heunggongvirae	Peduoviridae	Baylorvirus	Baylorvirus bv1127AP1
NC_028956	52139	segment	Viruses	Heunggongvirae			Mannheimia phage vB_MhS_1152AP2
NC_028766	33755	segment	Viruses	Heunggongvirae			Mannheimia phage vB_MhM_3927AP2
NC_028822	40829	segment	Viruses	Heunggongvirae	Autographiviridae	Berlinvirus	Berlinvirus P483
NC_028863	40477	segment	Viruses	Heunggongvirae	Autographiviridae	Berlinvirus	Berlinvirus P694
NC_029066	48666	segment	Viruses	Heunggongvirae			Pseudomonas phage PS-1
NC_025963	139981	segment	Viruses	Bamfordvirae	Poxviridae	Parapoxvirus	Parapoxvirus of red deer in New Zealand
NC_029020	50918	segment	Viruses		Bicaudaviridae		Sulfolobus monocaudavirus SMV2
NC_028905	41560	segment	Viruses	Heunggongvirae		Leicestervirus	Leicestervirus CD111
NC_028958	41507	segment	Viruses	Heunggongvirae		Leicestervirus	Leicestervirus CD146
NC_029048	131704	segment	Viruses	Heunggongvirae			Clostridium phage phiCD211
NC_028951	32846	segment	Viruses	Heunggongvirae		Sherbrookevirus	Sherbrookevirus CD4811
NC_028764	49316	segment	Viruses	Heunggongvirae		Colneyvirus	Colneyvirus CD505
NC_028838	33274	segment	Viruses	Heunggongvirae		Sherbrookevirus	Sherbrookevirus CD506
NC_028883	44461	segment	Viruses	Heunggongvirae		Yongloolinvirus	Yongloolinvirus MMP01
NC_028959	52261	segment	Viruses	Heunggongvirae		Yongloolinvirus	Yongloolinvirus MMP03
NC_028950	223932	segment	Viruses	Heunggongvirae		Chiangmaivirus	Chiangmaivirus RSL2
NC_028104	73689	segment	Viruses	Bamfordvirae	Mimiviridae		Yellowstone lake mimivirus
NC_028112	178262	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 1
NC_028110	171045	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 2
NC_028108	171454	segment	Viruses	Bamfordvirae	Phycodnaviridae	Prasinovirus	Yellowstone lake phycodnavirus 3
NC_028772	39133	segment	Viruses	Heunggongvirae	Autographiviridae	Eapunavirus	Eapunavirus Eap1
NC_028984	30664	segment	Viruses	Heunggongvirae	Aliceevansviridae		Streptococcus phage M102AD
NC_028820	162101	segment	Viruses	Heunggongvirae	Straboviridae	Tegunavirus	Tegunavirus yenmtg1
NC_028666	36595	segment	Viruses	Heunggongvirae			Streptococcus phage Str-PAP-1
NC_028933	45626	segment	Viruses	Heunggongvirae		Bruynoghevirus	Bruynoghevirus CHU
NC_028914	52927	segment	Viruses	Heunggongvirae		Sheenvirus	Sheenvirus Sheen
NC_028799	66708	segment	Viruses	Heunggongvirae	Schitoviridae	Pacinivirus	Pacinivirus phi1
NC_028895	116138	segment	Viruses	Heunggongvirae	Demerecviridae	Jesfedecavirus	Jesfedecavirus phi3
NC_028663	188632	segment	Viruses	Heunggongvirae	Kyanoviridae	Libanvirus	Libanvirus ptim40
NC_028768	49714	segment	Viruses	Heunggongvirae		Steinhofvirus	Steinhofvirus JWX
NC_028834	48216	segment	Viruses	Heunggongvirae		Steinhofvirus	Steinhofvirus sv8324
NC_029075	81541	segment	Viruses	Heunggongvirae			Achromobacter phage JWF
NC_028758	35644	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus Hb10c2
NC_028788	37246	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus diva
NC_028841	44952	segment	Viruses	Heunggongvirae		Lilyvirus	Lilyvirus lily
NC_029084	37990	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus rani
NC_041909	41152	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus shelly
NC_028854	43724	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus sitara
NC_042128	115154	segment	Viruses	Heunggongvirae		Punavirus	Punavirus RCS47
NC_028871	38392	segment	Viruses	Heunggongvirae			Listeria phage vB_LmoS_188
NC_028929	40759	segment	Viruses	Heunggongvirae			Listeria phage vB_LmoS_293
NC_028926	40000	segment	Viruses	Heunggongvirae		Pagevirus	Pagevirus palmer
NC_047751	38731	segment	Viruses	Heunggongvirae	Autographiviridae	Serkorvirus	Serkorvirus ITL1
NC_041865	65994	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus KTN6
NC_029009	147589	segment	Viruses	Heunggongvirae	Herelleviridae	Schiekvirus	Schiekvirus EFDG1
NC_028903	77266	segment	Viruses	Heunggongvirae		Kuravirus	Kuravirus kv1721
NC_018859	77315	segment	Viruses	Heunggongvirae		Suseptimavirus	Suseptimavirus ECBP2
NC_018854	69855	segment	Viruses	Heunggongvirae	Schitoviridae	Gamaleyavirus	Gamaleyavirus ECBP1
NC_001901	46375	segment	Viruses	Heunggongvirae		Ravinvirus	Ravinvirus N15
NC_031280	104906	segment	Viruses	Heunggongvirae		Saclayvirus	Acinetobacter phage vB_AbaM_phiAbaA1
NC_026440	2243109	segment	Viruses			Pandoravirus	Pandoravirus inopinatum
NC_028947	62738	segment	Viruses	Heunggongvirae		Kratiovirus	Kratiovirus kratio
NC_028683	177643	segment	Viruses	Heunggongvirae	Straboviridae	Kanagawavirus	Kanagawavirus pei20
NC_028880	38625	segment	Viruses	Heunggongvirae	Autographiviridae	Teetrevirus	Teetrevirus CFP1
NC_029033	45045	segment	Viruses	Heunggongvirae			Achromobacter phage phiAxp-1
NC_028776	59670	segment	Viruses	Heunggongvirae		Seuratvirus	Seuratvirus cajan
NC_028786	49462	segment	Viruses	Heunggongvirae	Drexlerviridae	Webervirus	Webervirus wv1513
NC_028856	80148	segment	Viruses	Heunggongvirae		Slashvirus	Slashvirus stahl
NC_028777	80798	segment	Viruses	Heunggongvirae		Slashvirus	Slashvirus stills
NC_028816	43809	segment	Viruses	Heunggongvirae	Autographiviridae	Drulisvirus	Drulisvirus SU503
NC_028870	43595	segment	Viruses	Heunggongvirae	Autographiviridae	Drulisvirus	Drulisvirus SU552A
NC_029021	60747	segment	Viruses	Heunggongvirae		Nonagvirus	Nonagvirus JenK1
NC_029028	60754	segment	Viruses	Heunggongvirae		Nonagvirus	Nonagvirus JenP1
NC_028997	59802	segment	Viruses	Heunggongvirae		Nonagvirus	Nonagvirus JenP2
NC_028829	248088	segment	Viruses	Heunggongvirae	Straboviridae	Schizotequatrovirus	Schizotequatrovirus valkk3
NC_029025	41843	segment	Viruses	Heunggongvirae			Staphylococcus phage IME-SA4
NC_028698	41868	segment	Viruses	Heunggongvirae		Jerseyvirus	Jerseyvirus f18SE
NC_052965	57061	segment	Viruses	Heunggongvirae	Mesyanzhinovviridae	Abidjanvirus	Abidjanvirus ZC01
NC_048638	69844	segment	Viruses	Heunggongvirae	Schitoviridae	Zicotriavirus	Zicotriavirus ZC03
NC_048639	70774	segment	Viruses	Heunggongvirae	Schitoviridae	Zicotriavirus	Zicotriavirus ZC08
NC_028972	75167	segment	Viruses	Heunggongvirae		Gordtnkvirus	Gordtnkvirus gordtnk2
NC_029060	76276	segment	Viruses	Heunggongvirae		Gordtnkvirus	Gordtnkvirus gordtnk2
NC_029074	75987	segment	Viruses	Heunggongvirae		Gordtnkvirus	Gordtnkvirus gordtnk2
NC_030932	43505	segment	Viruses	Heunggongvirae		Gesputvirus	Gesputvirus gsput1
NC_027988	47636	segment	Viruses	Heunggongvirae	Zobellviridae	Citrovirus	Citrovirus coptotermitis
NC_028855	44846	segment	Viruses	Heunggongvirae		Obolenskvirus	Obolenskvirus AbC62
NC_041866	47575	segment	Viruses	Heunggongvirae		Vieuvirus	Vieuvirus R3177
NC_047747	40525	segment	Viruses	Heunggongvirae	Autographiviridae	Ghunavirus	Ghunavirus Psa17
NC_028676	149218	segment	Viruses	Heunggongvirae			Sinorhizobium phage phiM9
NC_028974	56528	segment	Viruses	Heunggongvirae		Woodruffvirus	Woodruffvirus YDN12
NC_028818	57168	segment	Viruses	Heunggongvirae		Woodruffvirus	Woodruffvirus TP1604
NC_029101	72192	segment	Viruses	Heunggongvirae	Schitoviridae	Litunavirus	Litunavirus PA26
NC_028819	43190	segment	Viruses	Heunggongvirae			Pseudoalteromonas phage H103
NC_047752	36499	segment	Viruses	Heunggongvirae	Peduoviridae	Aptresvirus	Aptresvirus AP3
NC_028825	87372	segment	Viruses	Heunggongvirae		Felixounavirus	Felixounavirus AYO145A
NC_028859	42881	segment	Viruses	Heunggongvirae		Phietavirus	Phietavirus B166
NC_028915	43228	segment	Viruses	Heunggongvirae		Phietavirus	Phietavirus B236
NC_028916	44573	segment	Viruses	Heunggongvirae	Autographiviridae	Acadevirus	Acadevirus Pm5460
NC_028762	161989	segment	Viruses	Heunggongvirae	Straboviridae	Bragavirus	Bragavirus pm5461
NC_028851	37995	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus fern
NC_055029	55560	segment	Viruses	Heunggongvirae		Halcyonevirus	Halcyonevirus halcyone
NC_028746	44249	segment	Viruses	Heunggongvirae		Harrisonvirus	Harrisonvirus harrison
NC_055030	55990	segment	Viruses	Heunggongvirae		Halcyonevirus	Halcyonevirus scottie
NC_028767	45653	segment	Viruses	Heunggongvirae		Vegasvirus	Vegasvirus vegas
NC_041867	37994	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus fern
NC_028837	41149	segment	Viruses	Heunggongvirae		Fernvirus	Fernvirus shelly
NC_029061	36315	segment	Viruses	Heunggongvirae			Rhodoferax phage P26218
NC_029047	32894	segment	Viruses	Heunggongvirae			Verrucomicrobia phage P8625
NC_029102	36051	segment	Viruses	Heunggongvirae	Autographiviridae	Teetrevirus	Teetrevirus E2
NC_028795	31522	segment	Viruses	Heunggongvirae	Autographiviridae	Teetrevirus	Teetrevirus E3
NC_028865	76964	segment	Viruses	Heunggongvirae		Tinduovirus	Tinduovirus TIN2
NC_028966	76269	segment	Viruses	Heunggongvirae		Tinduovirus	Tinduovirus TIN3
NC_041962	76268	segment	Viruses	Heunggongvirae		Tinduovirus	Tinduovirus TIN3
NC_049360	31033	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv109
NC_049366	32150	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv155
NC_049356	28811	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv193
NC_049362	31375	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv42
NC_049363	31379	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv44
NC_049357	29026	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv512
NC_049364	31495	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus sv91127
NC_049355	28785	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus B1127
NC_049367	32270	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus E1127
NC_049358	30811	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus F0139
NC_049365	31901	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus JF1
NC_049359	30882	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus L18
NC_049361	31181	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus L6
NC_049369	28983	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus Lj
NC_049368	32682	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus M1127
NC_049370	30116	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus S0139
NC_049354	28349	segment	Viruses	Heunggongvirae		Skunavirus	Skunavirus A16
NC_031104	72979	segment	Viruses	Heunggongvirae	Schitoviridae	Litunavirus	Pseudomonas phage vB_PaeP_MAG4
NC_031073	94555	segment	Viruses	Heunggongvirae		Pakpunavirus	Pakpunavirus MAG1
NC_029026	130952	segment	Viruses	Heunggongvirae	Herelleviridae	Kochikohdavirus	Kochikohdavirus EFLK1
NC_028919	45673	segment	Viruses	Heunggongvirae		Bruynoghevirus	Pseudomonas phage DL54
NC_028745	66103	segment	Viruses	Heunggongvirae		Pbunavirus	Pbunavirus DL60
NC_028836	42508	segment	Viruses	Heunggongvirae	Autographiviridae	Phikmvvirus	Phikmvvirus DL62
NC_028885	72378	segment	Viruses	Heunggongvirae	Schitoviridae	Litunavirus	Litunavirus LIT1
NC_028971	66111	segment	Viruses	Heunggongvirae		Pbunavirus	Pseudomonas virus DL68
NC_029019	42593	segment	Viruses	Heunggongvirae		Septimatrevirus	Septimatrevirus kakheti25
NC_028886	38663	segment	Viruses	Heunggongvirae			Bacillus phage phi4B1
NC_029008	41486	segment	Viruses	Heunggongvirae		Rockvillevirus	Rockvillevirus phi4J1
NC_041868	38261	segment	Viruses	Heunggongvirae		Vhulanivirus	Vhulanivirus Shpa
NC_028668	77779	segment	Viruses	Heunggongvirae		Gamtrevirus	Gamtrevirus GMA3
NC_030906	83324	segment	Viruses	Heunggongvirae		Bendigovirus	Bendigovirus GMA6
NC_028673	73419	segment	Viruses	Heunggongvirae		Getseptimavirus	Getseptimavirus GMA7
NC_028849	53387	segment	Viruses	Heunggongvirae		Luchadorvirus	Lucadorvirus luchador
NC_028934	72139	segment	Viruses	Heunggongvirae		Coopervirus	Coopervirus vincenzo
NC_028796	49203	segment	Viruses	Heunggongvirae		Phayoncevirus	Phayoncevirus phayonce
NC_028861	44576	segment	Viruses	Heunggongvirae		Avocadovirus	Avocadovirus flagstaff
NC_028922	45161	segment	Viruses	Heunggongvirae		Avocadovirus	Avocadovirus cambiare
NC_028742	70270	segment	Viruses	Heunggongvirae		Acadianvirus	Acadianvirus baee
NC_028928	53455	segment	Viruses	Heunggongvirae		Fromanvirus	Mycobacterium phage Nerujay
NC_028791	44492	segment	Viruses	Heunggongvirae		Pinnievirus	Pinnievirus moorethemaryer
NC_029093	75796	segment	Viruses	Heunggongvirae		Kostyavirus	Kostyavirus toto
NC_028846	61081	segment	Viruses	Heunggongvirae		Keshuvirus	Keshuvirus shedlockholmes
NC_028848	41805	segment	Viruses	Heunggongvirae	Autographiviridae	Friunavirus	Friunavirus Fri1
NC_028800	41698	segment	Viruses	Heunggongvirae	Autographiviridae	Przondovirus	Przondovirus K5
NC_028702	38084	segment	Viruses	Heunggongvirae	Autographiviridae	Piedvirus	Piedvirus IMEDE1
NC_028924	48689	segment	Viruses	Heunggongvirae		Incheonvirus	Incheonvirus P12002L
NC_028763	49847	segment	Viruses	Heunggongvirae		Incheonvirus	Incheonvirus P12002S
NC_029030	31075	segment	Viruses	Heunggongvirae	Aliceevansviridae		Streptococcus phage APCM01
NC_031260	41170	segment	Viruses	Heunggongvirae		Efquatrovirus	Efquatrovirus EcZZ2
NC_041929	188427	segment	Viruses	Heunggongvirae		Emdodecavirus	Emdodecavirus M7
NC_028945	206713	segment	Viruses	Heunggongvirae		Emdodecavirus	Emdodecavirus N3
NC_028760	49037	segment	Viruses	Heunggongvirae	Drexlerviridae	Webervirus	Webervirus KLPN1
NC_031042	111325	segment	Viruses	Heunggongvirae	Demerecviridae	Tequintavirus	Tequintavirus NR01
NC_048785	114855	segment	Viruses	Heunggongvirae	Demerecviridae	Epseptimavirus	Epseptimavirus SE24
NC_029003	29733	segment	Viruses	Heunggongvirae	Peduoviridae	Eganvirus	Eganvirus SEN1
NC_028696	41338	segment	Viruses	Heunggongvirae		Lederbergvirus	Salmonella phage SEN22
NC_028699	40740	segment	Viruses	Heunggongvirae		Brunovirus	Brunovirus SEN34
